,ticker,shareHolder,shareOwnPercent
0,AAV,Phạm Quang Khánh,0.2357
1,AAV,Phạm Thanh Tùng,0.0674
2,AAV,Nguyễn Sơn Cường,0.0491
3,AAV,Nguyễn Thị Thanh Hương,0.0483
4,AAV,Phạm Đức Văn,0.0478
5,AAV,Hoàng thị Hà,0.0473
6,AAV,Lê Sỹ Cường,0.0435
7,AAV,Nguyễn Tuấn Anh,0.0408
8,AAV,Nguyễn Đức Hạnh,0.04
9,AAV,Khác,0.0461
