,ticker,shareHolder,shareOwnPercent
0,MBB,Tập đoàn Công nghiệp - Viễn thông Quân đội,0.1414
1,MBB,Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH,0.0943
2,MBB,Tổng Công ty Trực thăng Việt Nam,0.0819
3,MBB,Công Ty Tnhh Một Thành Viên Tổng Công Ty Tân Cảng Sài Gòn,0.0721
4,MBB,Lê Văn Bé,0.0011
5,MBB,Lưu Trung Thái,0.001
6,MBB,Lê Công,0.001
7,MBB,Đỗ Văn Hưng,0.001
8,MBB,Trần Minh Đạt,0.0005
9,MBB,Khác,0.1851
