,ticker,shareHolder,shareOwnPercent
0,MFS,Tổng Công ty Viễn thông MobiFone,0.3126
1,MFS,Nguyễn Duy Hưng,0.1991
2,MFS,Lê Dũng,0.0348
3,MFS,Nguyễn Văn Chiến,0.0326
4,MFS,Phan Tiến Dũng,0.0197
5,MFS,Vũ Quang Hải,0.0035
6,MFS,Trần Minh Đức,0.0006
7,MFS,Phan Tuấn Anh,0.0003
8,MFS,Tường Duy Phúc,0.0003
9,MFS,Khác,0.0002
