,ticker,shareHolder,shareOwnPercent
0,ACB,Vietnam Enterprise Investments Limited,0.0626
1,ACB,Trần Hùng Huy,0.0343
2,ACB,Đặng Thu Thủy,0.0119
3,ACB,Đặng Thu Hà,0.0103
4,ACB,Nguyễn Thúy Lan,0.0096
5,ACB,Nguyễn Thùy Hương,0.009
6,ACB,Trần Phú Mỹ,0.0083
7,ACB,Nguyễn Đức Kiên,0.0046
8,ACB,Đặng Phú Vinh,0.0037
9,ACB,Khác,0.2284
