,ticker,shareHolder,shareOwnPercent
0,TPB,Công ty Cổ phần FPT,0.0677
1,TPB,Công ty Cổ Phần Tập Đoàn Vàng Bạc Đá Quý Doji,0.0593
2,TPB,Đỗ Anh Tú,0.0371
3,TPB,Lê Quang Tiến,0.0361
4,TPB,Đỗ Minh Quân,0.0334
5,TPB,Đỗ Quỳnh Anh,0.0307
6,TPB,Đỗ Minh Đức,0.0111
7,TPB,Đỗ Vũ Phương Anh,0.0111
8,TPB,Trương Gia Bình,0.0019
9,TPB,Khác,0.3003
