,ticker,shareHolder,shareOwnPercent
0,MWG,Công ty TNHH Tư Vấn Đầu Tư Thế Giới Bán Lẻ,0.1048
1,MWG,Công ty TNHH Tri Tâm,0.0986
2,MWG,Nguyễn Đức Tài,0.0242
3,MWG,Đinh Anh Huân,0.0222
4,MWG,ĐIÊU CHÍNH HẢI TRIỀU,0.008
5,MWG,Trần Huy Thanh Tùng,0.0076
6,MWG,Trần Kinh Doanh,0.0065
7,MWG,Robert Alan Willett,0.0055
8,MWG,Nguyễn Xuân Đoài,0.0051
9,MWG,Khác,0.2967
