,ticker,shareHolder,shareOwnPercent
0,VIB,Commonwealth Bank of Australia (CBA),0.2
1,VIB,Đỗ Xuân Hoàng,0.0496
2,VIB,Đặng Khắc Vỹ,0.0495
3,VIB,Trần Thị Thảo Hiền,0.0494
4,VIB,Nguyễn Thị Nhất Thảo,0.049
5,VIB,Đặng Thị Thu Hà,0.0274
6,VIB,Trần Đức Quý,0.0132
7,VIB,Đỗ Xuân Thụ,0.013
8,VIB,Đỗ Xuân Sơn,0.0128
9,VIB,Khác,0.1487
