,ticker,shareHolder,shareOwnPercent
0,BCM,Ủy ban Nhân dân Tỉnh Bình Dương,0.9544
1,BCM,NGUYỄN VĂN HÙNG,0.006
2,BCM,Nguyễn Phú Thịnh,0.0012
3,BCM,Phạm Ngọc Thuận,0.001
4,BCM,Nguyễn Văn Hiền Phúc,0.0009
5,BCM,Giang Quốc Dũng,0.0006
6,BCM,Nguyễn Thị Thanh Nhàn,0.0006
7,BCM,Quảng Văn Viết Cương,0.0005
8,BCM,Nguyễn Danh Tùng,0.0005
9,BCM,Khác,0.0012
