,ticker,shareHolder,shareOwnPercent
0,BVH,Bộ Tài chính,0.65
1,BVH,Sumitomo Life Insurance Company,0.2209
2,BVH,Lương Thị Bích Ngọc,0.0001
3,BVH,Nguyễn Xuân Việt,0.0001
4,BVH,Đào Đình Thi,0.0001
5,BVH,Khác,0.0889
