,ticker,shareHolder,shareOwnPercent
0,PAI,Công ty Cổ phần Thương mại Dầu khí,0.5185
1,PAI,Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH,0.136
2,PAI,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,0.119
3,PAI,Công ty Cổ phần Chứng khoán Dầu khí,0.1185
4,PAI,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,0.085
5,PAI,Nguyễn Việt Anh,0.0024
6,PAI,Đào Quang Ngọc,0.0004
7,PAI,Đào Việt Phương,0.0002
8,PAI,Khác,0.0001
