,ticker,shareHolder,shareOwnPercent
0,FOX,Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH,0.5017
1,FOX,Công ty Cổ phần FPT,0.4566
2,FOX,Nguyễn Văn Khoa,0.0012
3,FOX,Nguyễn Hoàng Linh,0.0006
4,FOX,Hoàng Trung Kiên,0.0005
5,FOX,Chu Hùng Thắng,0.0004
6,FOX,Vũ Thị Mai Hương,0.0003
7,FOX,Vũ Anh Tú,0.0002
8,FOX,Chu Thị Thanh Hà,0.0002
9,FOX,Khác,0.0111
