,ticker,shareHolder,shareOwnPercent
0,VPB,Composite Capital Master Fund LP.,0.05
1,VPB,NGÔ CHÍ DŨNG,0.0487
2,VPB,Hoàng Anh Minh,0.0485
3,VPB,Vũ Thị Quyên,0.0483
4,VPB,Kim Ngọc Cẩm Ly,0.0425
5,VPB,Lý Thị Thu Hà,0.0418
6,VPB,Trần Ngọc Lan,0.0406
7,VPB,Lê Việt Anh,0.0377
8,VPB,Nguyễn Phương Hoa,0.0376
9,VPB,Khác,0.1972
