,ticker,shareHolder,shareOwnPercent
0,GVR,Nhà nước,0.9677
1,GVR,Trần Ngọc Thuận,0.0001
2,GVR,Phạm Văn Thành,0.0001
3,GVR,Nguyễn Cửu Tuệ,0.0001
4,GVR,Khác,0.0063
