,ticker,shareHolder,shareOwnPercent
0,TTN,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,0.4859
1,TTN,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (loại Hình Doanh Nghiệp: Công ty Tnhh),0.0545
2,TTN,Giang Quốc Dũng,0.002
3,TTN,Quảng Văn Viết Cương,0.002
4,TTN,Võ Thị Thanh Hương,0.0015
5,TTN,Huỳnh Kim Thảo,0.0014
6,TTN,Nguyễn Thanh Khiết,0.0012
7,TTN,Huỳnh Quang Hải,0.0011
8,TTN,Đặng Thanh Hưng,0.0009
9,TTN,Khác,0.0533
