,ticker,shareHolder,shareOwnPercent
0,MSN,Công ty Cổ phần Masan,0.3135
1,MSN,Công ty TNHH MTV Xây dựng Hoa Hướng Dương,0.1328
2,MSN,SK Investment Vina I Pte. Ltd.,0.0926
3,MSN,Nguyễn Hoàng Yến,0.0358
4,MSN,Madhur Maini,0.0088
5,MSN,Nguyễn Thị Thanh Thủy,0.0054
6,MSN,Michael Hùng Nguyễn,0.0025
7,MSN,Danny Le,0.0024
8,MSN,Nguyễn Thiều Quang,0.0019
9,MSN,Khác,0.1054
