,ticker,shareHolder,shareOwnPercent
0,VIC,Công Ty Cổ Phần Tập Đoàn Đầu Tư Việt Nam,0.3304
1,VIC,Phạm Nhật Vượng,0.1787
2,VIC,Công Ty Cổ Phần Quản Lý Và Đầu Tư Bất Động Sản Vmi,0.0638
3,VIC,Sk Investment Vina Ii Pte. Ltd,0.0607
4,VIC,Phạm Thu Hương,0.0447
5,VIC,Phạm Thúy Hằng,0.0299
6,VIC,Phan Thu Hương,0.0125
7,VIC,Phạm Hồng Linh,0.0036
8,VIC,Nguyễn Quốc Thành,0.0033
9,VIC,Khác,0.1314
