,ticker,shareHolder,shareOwnPercent
0,AGR,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Việt Nam,0.7492
1,AGR,Hà Huy Toàn,0.0168
2,AGR,Nguyễn Kim Hậu,0.0036
3,AGR,Vũ Thị Thúy Hà,0.0011
4,AGR,Phạm Văn Thành,0.0002
5,AGR,Khác,0.0002
