,ticker,shareHolder,shareOwnPercent
0,VJC,Công ty TNHH Đầu tư Hướng Dương Sunny,0.2857
1,VJC,NGUYỄN THỊ PHƯƠNG THẢO,0.0876
2,VJC,Công ty Cổ phần Tập đoàn Sovico,0.0759
3,VJC,Nguyễn Thanh Hùng,0.0099
4,VJC,Lưu Đức Khánh,0.0017
5,VJC,Nguyễn Cảnh Sơn,0.0017
6,VJC,ĐINH VIỆT PHƯƠNG,0.0012
7,VJC,Nguyễn Đức Thịnh,0.0008
8,VJC,NGUYỄN THANH HÀ,0.0006
9,VJC,Khác,0.095
